"Activity1","Activity2","Activity3","Duration","Next_Activity","V6","V7"
"FIN","RELEASE","CODE OK","REOPEN","CHANGE DIAGN",-93187,"FIN"
"RELEASE","CODE OK","REOPEN","CHANGE DIAGN","FIN",209761,"RELEASE"
"CODE OK","REOPEN","CHANGE DIAGN","FIN","RELEASE",209571,"CODE OK"
"REOPEN","CHANGE DIAGN","FIN","RELEASE","CODE OK",-165501,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",226318,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",17491,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",93608,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",77605,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",25120,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",123913,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",143199,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","REOPEN",-527174,"FIN"
"CHANGE DIAGN","FIN","RELEASE","REOPEN","FIN",528482,"RELEASE"
"FIN","RELEASE","REOPEN","FIN","RELEASE",-518405,"CODE NOK"
"RELEASE","REOPEN","FIN","RELEASE","CODE NOK",253426,"CODE NOK"
"REOPEN","FIN","RELEASE","CODE NOK","CODE NOK",-174731,"CODE OK"
"FIN","RELEASE","CODE NOK","CODE NOK","CODE OK",258131,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",30238,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",34009,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",-46080,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",-481343,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",93448,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",428377,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",22961,"BILLED"
"CHANGE DIAGN","FIN","RELEASE","CODE OK","BILLED",40075,"STORNO"
"FIN","RELEASE","CODE OK","BILLED","STORNO",39900,"BILLED"
"RELEASE","CODE OK","BILLED","STORNO","BILLED",40039,"STORNO"
"CODE OK","BILLED","STORNO","BILLED","STORNO",-8626,"BILLED"
"NEW","FIN","RELEASE","CODE OK","REOPEN",-452266,"FIN"
"FIN","RELEASE","CODE OK","REOPEN","FIN",48960,"RELEASE"
"RELEASE","CODE OK","REOPEN","FIN","RELEASE",-7200,"CODE OK"
"CODE OK","REOPEN","FIN","RELEASE","CODE OK",37440,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",-7200,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",21088,"BILLED"
"CHANGE DIAGN","FIN","RELEASE","CODE OK","BILLED",29728,"STORNO"
"FIN","RELEASE","CODE OK","BILLED","STORNO",14400,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",2880,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",503813,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",-346396,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",-80901,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",-128830,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",-114034,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",244211,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",4470,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",-4273,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",62465,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","REOPEN",233257,"FIN"
"CHANGE DIAGN","FIN","RELEASE","REOPEN","FIN",79434,"RELEASE"
"NEW","CHANGE DIAGN","CHANGE DIAGN","FIN","RELEASE",-4251,"CODE OK"
"CHANGE DIAGN","CHANGE DIAGN","FIN","RELEASE","CODE OK",-66900,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",81166,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",-141261,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",-524713,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",225245,"BILLED"
"CHANGE DIAGN","FIN","RELEASE","CODE OK","BILLED",-109601,"STORNO"
"FIN","RELEASE","CODE OK","BILLED","STORNO",-112434,"REJECT"
"RELEASE","CODE OK","BILLED","STORNO","REJECT",19767,"REOPEN"
"CODE OK","BILLED","STORNO","REJECT","REOPEN",14502,"DELETE"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",34129,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",-176685,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",-134,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",135,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",243803,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",224960,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",224945,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",-46060,"BILLED"
"NEW","FIN","RELEASE","CODE OK","REOPEN",33132,"FIN"
"FIN","RELEASE","CODE OK","REOPEN","FIN",-26618,"RELEASE"
"RELEASE","CODE OK","REOPEN","FIN","RELEASE",-4707,"CODE OK"
"CODE OK","REOPEN","FIN","RELEASE","CODE OK",-13840,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",108974,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",-271899,"REOPEN"
"CHANGE DIAGN","FIN","RELEASE","CODE OK","REOPEN",224976,"DELETE"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",224938,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",224916,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",-43469,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",237374,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",-97060,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",-147496,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",-118695,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",-62224,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",240018,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE NOK",667957,"SET STATUS"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",-257993,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",225160,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",-533972,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",70404,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",-137877,"BILLED"
"NEW","CHANGE DIAGN","CHANGE DIAGN","FIN","RELEASE",223506,"CODE OK"
"CHANGE DIAGN","CHANGE DIAGN","FIN","RELEASE","CODE OK",3945,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",-33343,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",-118662,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",-49007,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",3904,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",-33024,"REOPEN"
"CHANGE DIAGN","FIN","RELEASE","CODE OK","REOPEN",39308,"FIN"
"FIN","RELEASE","CODE OK","REOPEN","FIN",-19238,"RELEASE"
"RELEASE","CODE OK","REOPEN","FIN","RELEASE",-19340,"CODE OK"
"CODE OK","REOPEN","FIN","RELEASE","CODE OK",-296186,"BILLED"
"NEW","CHANGE DIAGN","CHANGE DIAGN","FIN","RELEASE",-124766,"CODE OK"
"CHANGE DIAGN","CHANGE DIAGN","FIN","RELEASE","CODE OK",-130496,"RELEASE"
"CHANGE DIAGN","FIN","RELEASE","CODE OK","RELEASE",-217495,"CODE OK"
"FIN","RELEASE","CODE OK","RELEASE","CODE OK",138348,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",-27503,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",25834,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",-50559,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",-58014,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",93883,"BILLED"
"NEW","NEW","NEW","FIN","RELEASE",-66705,"CODE OK"
"NEW","NEW","FIN","RELEASE","CODE OK",-149525,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",-177637,"BILLED"
"CHANGE DIAGN","FIN","RELEASE","CODE OK","BILLED",-170971,"STORNO"
"FIN","RELEASE","CODE OK","BILLED","STORNO",-104536,"BILLED"
"RELEASE","CODE OK","BILLED","STORNO","BILLED",-181814,"STORNO"
"CODE OK","BILLED","STORNO","BILLED","STORNO",82766,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE NOK",-17374,"REOPEN"
"CHANGE DIAGN","FIN","RELEASE","CODE NOK","REOPEN",-20245,"FIN"
"FIN","RELEASE","CODE NOK","REOPEN","FIN",-94639,"RELEASE"
"RELEASE","CODE NOK","REOPEN","FIN","RELEASE",221043,"CODE OK"
"CODE NOK","REOPEN","FIN","RELEASE","CODE OK",-23127,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",110468,"REOPEN"
"CHANGE DIAGN","FIN","RELEASE","CODE OK","REOPEN",224763,"FIN"
"FIN","RELEASE","CODE OK","REOPEN","FIN",-41542,"RELEASE"
"RELEASE","CODE OK","REOPEN","FIN","RELEASE",-107280,"CODE OK"
"CODE OK","REOPEN","FIN","RELEASE","CODE OK",22787,"BILLED"
"REOPEN","FIN","RELEASE","CODE OK","BILLED",20126,"STORNO"
"FIN","RELEASE","CODE OK","BILLED","STORNO",-127484,"REJECT"
"RELEASE","CODE OK","BILLED","STORNO","REJECT",243687,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",27280,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",-274563,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",336455,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",148671,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",-163740,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",-349534,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",37461,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",-40338,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",-449453,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",77585,"BILLED"
"CHANGE DIAGN","FIN","RELEASE","CODE OK","BILLED",-38880,"STORNO"
"FIN","RELEASE","CODE OK","BILLED","STORNO",-32410,"REJECT"
"RELEASE","CODE OK","BILLED","STORNO","REJECT",-89521,"BILLED"
"NEW","CHANGE DIAGN","CHANGE DIAGN","FIN","RELEASE",-50210,"CODE OK"
"CHANGE DIAGN","CHANGE DIAGN","FIN","RELEASE","CODE OK",-37440,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",15316,"BILLED"
"CHANGE DIAGN","FIN","RELEASE","CODE OK","BILLED",-128416,"CODE OK"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",-30262,"BILLED"
"NEW","FIN","RELEASE","CODE OK","RELEASE",1440,"CODE OK"
"FIN","RELEASE","CODE OK","RELEASE","CODE OK",15887,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",-93998,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",193100,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",113767,"BILLED"
"NEW","CHANGE DIAGN","CHANGE DIAGN","FIN","RELEASE",-69280,"CODE OK"
"CHANGE DIAGN","CHANGE DIAGN","FIN","RELEASE","CODE OK",-4319,"REOPEN"
"CHANGE DIAGN","FIN","RELEASE","CODE OK","REOPEN",60443,"FIN"
"FIN","RELEASE","CODE OK","REOPEN","FIN",60517,"RELEASE"
"RELEASE","CODE OK","REOPEN","FIN","RELEASE",82103,"CODE OK"
"CODE OK","REOPEN","FIN","RELEASE","CODE OK",63525,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",-46056,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",44635,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",-63526,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",-31680,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",24468,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",4449,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",60109,"BILLED"
"NEW","FIN","RELEASE","CODE OK","BILLED",-60981,"CODE OK"
"NEW","CHANGE DIAGN","CHANGE DIAGN","FIN","RELEASE",-223829,"CODE OK"
"CHANGE DIAGN","CHANGE DIAGN","FIN","RELEASE","CODE OK",302304,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",132437,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",131787,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",-30308,"REOPEN"
"CHANGE DIAGN","FIN","RELEASE","CODE OK","REOPEN",-57661,"FIN"
"FIN","RELEASE","CODE OK","REOPEN","FIN",-52458,"RELEASE"
"RELEASE","CODE OK","REOPEN","FIN","RELEASE",-43200,"CODE OK"
"CODE OK","REOPEN","FIN","RELEASE","CODE OK",-43140,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",74915,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",42866,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",4320,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",27387,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",93230,"BILLED"
"NEW","FIN","RELEASE","CODE OK","REOPEN",119402,"FIN"
"FIN","RELEASE","CODE OK","REOPEN","FIN",152737,"RELEASE"
"RELEASE","CODE OK","REOPEN","FIN","RELEASE",152643,"CODE OK"
"CODE OK","REOPEN","FIN","RELEASE","CODE OK",-51840,"REOPEN"
"REOPEN","FIN","RELEASE","CODE OK","REOPEN",-316894,"FIN"
"FIN","RELEASE","CODE OK","REOPEN","FIN",20093,"RELEASE"
"RELEASE","CODE OK","REOPEN","FIN","RELEASE",-21767,"CODE OK"
"CODE OK","REOPEN","FIN","RELEASE","CODE OK",-13258,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",-38854,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",-24480,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",-35569,"BILLED"
"NEW","FIN","RELEASE","CODE OK","RELEASE",-62827,"CODE OK"
"FIN","RELEASE","CODE OK","RELEASE","CODE OK",48569,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",224904,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",-209598,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",-126117,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",303969,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",4320,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",-20510,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",585134,"BILLED"
"NEW","FIN","RELEASE","CODE NOK","CODE NOK",-571993,"REOPEN"
"FIN","RELEASE","CODE NOK","CODE NOK","REOPEN",-575229,"FIN"
"RELEASE","CODE NOK","CODE NOK","REOPEN","FIN",-528920,"RELEASE"
"CODE NOK","CODE NOK","REOPEN","FIN","RELEASE",-546617,"CODE NOK"
"CODE NOK","REOPEN","FIN","RELEASE","CODE NOK",54720,"REOPEN"
"REOPEN","FIN","RELEASE","CODE NOK","REOPEN",67745,"FIN"
"FIN","RELEASE","CODE NOK","REOPEN","FIN",399609,"RELEASE"
"RELEASE","CODE NOK","REOPEN","FIN","RELEASE",360504,"CODE NOK"
"CODE NOK","REOPEN","FIN","RELEASE","CODE NOK",-2880,"CODE NOK"
"REOPEN","FIN","RELEASE","CODE NOK","CODE NOK",-14400,"CODE OK"
"FIN","RELEASE","CODE NOK","CODE NOK","CODE OK",-14465,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",-5759,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",-4319,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",-60362,"BILLED"
"CHANGE DIAGN","FIN","RELEASE","CODE OK","BILLED",1,"STORNO"
"FIN","RELEASE","CODE OK","BILLED","STORNO",1,"BILLED"
"RELEASE","CODE OK","BILLED","STORNO","BILLED",0,"STORNO"
"CODE OK","BILLED","STORNO","BILLED","STORNO",1,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",30353,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",-549018,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",35965,"REOPEN"
"CHANGE DIAGN","FIN","RELEASE","CODE OK","REOPEN",64719,"FIN"
"FIN","RELEASE","CODE OK","REOPEN","FIN",-21030,"RELEASE"
"RELEASE","CODE OK","REOPEN","FIN","RELEASE",-19626,"CODE OK"
"CODE OK","REOPEN","FIN","RELEASE","CODE OK",33242,"BILLED"
"NEW","FIN","RELEASE","CODE OK","RELEASE",278973,"CODE OK"
"FIN","RELEASE","CODE OK","RELEASE","CODE OK",-36033,"BILLED"
"NEW","CHANGE DIAGN","CHANGE DIAGN","FIN","RELEASE",-121085,"CODE OK"
"CHANGE DIAGN","CHANGE DIAGN","FIN","RELEASE","CODE OK",100351,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",-21596,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",-291505,"BILLED"
"CHANGE DIAGN","FIN","RELEASE","CODE OK","BILLED",37874,"STORNO"
"FIN","RELEASE","CODE OK","BILLED","STORNO",45010,"BILLED"
"RELEASE","CODE OK","BILLED","STORNO","BILLED",33468,"STORNO"
"CODE OK","BILLED","STORNO","BILLED","STORNO",-11222,"BILLED"
"BILLED","STORNO","BILLED","STORNO","BILLED",12067,"STORNO"
"STORNO","BILLED","STORNO","BILLED","STORNO",539166,"REJECT"
"BILLED","STORNO","BILLED","STORNO","REJECT",525429,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",-393486,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",-50514,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",221025,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",-7190,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",-165919,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",-62969,"BILLED"
"NEW","CHANGE DIAGN","CHANGE DIAGN","FIN","REOPEN",-38874,"FIN"
"CHANGE DIAGN","CHANGE DIAGN","FIN","REOPEN","FIN",-92803,"REOPEN"
"CHANGE DIAGN","FIN","REOPEN","FIN","REOPEN",-39016,"FIN"
"FIN","REOPEN","FIN","REOPEN","FIN",-38918,"REOPEN"
"REOPEN","FIN","REOPEN","FIN","REOPEN",-314553,"FIN"
"FIN","REOPEN","FIN","REOPEN","FIN",211984,"RELEASE"
"REOPEN","FIN","REOPEN","FIN","RELEASE",120139,"CODE OK"
"FIN","REOPEN","FIN","RELEASE","CODE OK",66765,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",221045,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",-1438,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",5786,"RELEASE"
"CHANGE DIAGN","FIN","RELEASE","CODE OK","RELEASE",-129013,"CODE OK"
"FIN","RELEASE","CODE OK","RELEASE","CODE OK",-23417,"MANUAL"
"RELEASE","CODE OK","RELEASE","CODE OK","MANUAL",-26030,"RELEASE"
"CODE OK","RELEASE","CODE OK","MANUAL","RELEASE",-104864,"CODE OK"
"RELEASE","CODE OK","MANUAL","RELEASE","CODE OK",239909,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",-9760,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",10124,"BILLED"
"NEW","CHANGE DIAGN","CHANGE DIAGN","FIN","RELEASE",416986,"CODE OK"
"CHANGE DIAGN","CHANGE DIAGN","FIN","RELEASE","CODE OK",425402,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",2880,"REOPEN"
"CHANGE DIAGN","FIN","RELEASE","CODE OK","REOPEN",2880,"FIN"
"FIN","RELEASE","CODE OK","REOPEN","FIN",2880,"RELEASE"
"RELEASE","CODE OK","REOPEN","FIN","RELEASE",2880,"CODE OK"
"CODE OK","REOPEN","FIN","RELEASE","CODE OK",2880,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",-4287,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",59086,"REOPEN"
"CHANGE DIAGN","FIN","RELEASE","CODE OK","REOPEN",60195,"FIN"
"FIN","RELEASE","CODE OK","REOPEN","FIN",33139,"RELEASE"
"RELEASE","CODE OK","REOPEN","FIN","RELEASE",12987,"CODE OK"
"CODE OK","REOPEN","FIN","RELEASE","CODE OK",12961,"BILLED"
"NEW","FIN","RELEASE","CODE OK","MANUAL",-46073,"RELEASE"
"FIN","RELEASE","CODE OK","MANUAL","RELEASE",38885,"CODE OK"
"RELEASE","CODE OK","MANUAL","RELEASE","CODE OK",38880,"REOPEN"
"CODE OK","MANUAL","RELEASE","CODE OK","REOPEN",38880,"FIN"
"MANUAL","RELEASE","CODE OK","REOPEN","FIN",38880,"RELEASE"
"RELEASE","CODE OK","REOPEN","FIN","RELEASE",38899,"CODE OK"
"CODE OK","REOPEN","FIN","RELEASE","CODE OK",-34546,"BILLED"
"REOPEN","FIN","RELEASE","CODE OK","BILLED",-549088,"STORNO"
"FIN","RELEASE","CODE OK","BILLED","STORNO",-27789,"BILLED"
"RELEASE","CODE OK","BILLED","STORNO","BILLED",-35964,"STORNO"
"CODE OK","BILLED","STORNO","BILLED","STORNO",-35322,"REJECT"
"BILLED","STORNO","BILLED","STORNO","REJECT",544295,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",34718,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",-33103,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",-11372,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",-27005,"BILLED"
"NEW","CHANGE DIAGN","FIN","FIN","RELEASE",-83948,"CODE OK"
"CHANGE DIAGN","FIN","FIN","RELEASE","CODE OK",-52141,"BILLED"
"NEW","CHANGE DIAGN","FIN","REOPEN","FIN",-5760,"RELEASE"
"CHANGE DIAGN","FIN","REOPEN","FIN","RELEASE",1462,"CODE OK"
"FIN","REOPEN","FIN","RELEASE","CODE OK",1489,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",8504,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",335575,"BILLED"
"NEW","CHANGE DIAGN","CHANGE DIAGN","FIN","RELEASE",-367582,"CODE OK"
"CHANGE DIAGN","CHANGE DIAGN","FIN","RELEASE","CODE OK",2896,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",7177,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",-578015,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",-64832,"BILLED"
"NEW","FIN","RELEASE","CODE NOK","CODE OK",361985,"BILLED"
"FIN","RELEASE","CODE NOK","CODE OK","BILLED",369126,"STORNO"
"RELEASE","CODE NOK","CODE OK","BILLED","STORNO",286428,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",-77656,"BILLED"
"NEW","NEW","NEW","NEW","NEW",-112102,"NEW"
"NEW","NEW","NEW","NEW","NEW",221017,"NEW"
"NEW","NEW","NEW","NEW","NEW",3622,"NEW"
"NEW","NEW","NEW","NEW","NEW",-110042,"NEW"
"NEW","NEW","NEW","NEW","NEW",-87886,"NEW"
"NEW","NEW","NEW","NEW","NEW",-87895,"NEW"
"NEW","NEW","NEW","NEW","NEW",-153626,"NEW"
"NEW","NEW","NEW","NEW","NEW",220906,"NEW"
"NEW","NEW","NEW","NEW","NEW",-27404,"NEW"
"NEW","NEW","NEW","NEW","NEW",-49617,"NEW"
"NEW","NEW","NEW","NEW","NEW",80608,"NEW"
"NEW","NEW","NEW","NEW","NEW",71760,"NEW"
"NEW","NEW","NEW","NEW","NEW",-80285,"DELETE"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",51824,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",42830,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",393615,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",-434939,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",-1458,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",-18803,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",12900,"BILLED"
"NEW","FIN","RELEASE","CODE OK","RELEASE",-181777,"CODE OK"
"FIN","RELEASE","CODE OK","RELEASE","CODE OK",154678,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",66647,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",-220263,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",-39473,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",-67702,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",54724,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",-146406,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",-311704,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",-29125,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",-81728,"BILLED"
